semana,pdv,produto,quantidade
1,1442854005591270821,8899583048247637290,15
1,4150739851000070452,8275181357437864705,27
1,5324670569163540139,5418855670645487653,20
1,7967818810773194700,6641579232767647477,26
1,8819406300700079604,3894706280449257667,26
1,2158300331904830690,4040509988492387426,20
1,2253388937638480168,8899583048247637290,10
1,338592148842312906,3894706280449257667,32
1,3405729623078073053,6460346985239545790,43
1,4123537788074267666,1860061817666925715,60
1,533943243066695925,8352471677482341950,26
1,6871262185762952316,3965996009832298069,41
1,3927765222595427577,8352471677482341950,6
1,899294502881974083,8275181357437864705,15
1,2480104095415436360,6641579232767647477,13
1,5064218529786421775,576514643033029430,26
1,5233643330596220893,9158358945329890575,11
1,8041122926100934952,1152772499033912340,14
1,839794474806150536,6641579232767647477,23
1,1646850660385910062,4040509988492387426,24
1,181206689974119927,4040509988492387426,17
1,3266508836797762409,1860061817666925715,13
1,3706744669661037317,4040509988492387426,14
1,4613207742168502368,576514643033029430,38
1,2929686896786636041,8352471677482341950,24
1,3138503789686352105,6641579232767647477,9
1,5543724297181732550,8352471677482341950,17
1,6285394768621227845,500478784353013717,20
1,7090727731047632362,2974409578000144688,32
1,7233516210528976925,2394950933694010774,55
1,7700921084349540675,1690125846152117227,23
1,7755754405730896290,9158358945329890575,43
1,7899036535976911447,8352471677482341950,39
1,7971634684697537248,1657665165780983454,54
1,865971234381826925,1355221146658254593,16
1,2013221250438440493,9158358945329890575,14
1,2957707029501802639,8899583048247637290,19
1,4286801751765230160,4623814317972718932,39
1,6526496014586251161,1860061817666925715,15
1,6797187511930088139,1410159637634455529,61
1,7724768451416611133,3894706280449257667,45
1,1057223373529991552,8275181357437864705,84
1,1474309873477514622,8899583048247637290,7
1,1919871826352739660,4040509988492387426,10
1,5269757182493118473,1201594281387648185,28
1,7670001217923452582,576514643033029430,19
1,8450084207996445924,1120490062981954254,31
1,1116765688108556050,1085687032950723886,7
1,5327655802610287100,8352471677482341950,49
1,7337100614809309511,3894706280449257667,5
1,7822406995862216207,7288954136225478823,10
1,8732425569704638802,8352471677482341950,9
1,1608871311083166607,289143327884191523,22
1,2031284975637552054,4040509988492387426,20
1,804051693189686624,8899583048247637290,13
1,1297251086733897492,8352471677482341950,26
1,2430132255826117411,7852170368684115755,13
1,2764054896418619542,3894706280449257667,9
1,7136266356109932480,1657665165780983454,15
1,1094191475886231615,1201594281387648185,44
1,1326754154636276021,1355221146658254593,19
1,1618810898747266867,4040509988492387426,73
1,2063190185278967004,3894706280449257667,12
1,2332542646562297780,8352471677482341950,30
1,3025867614395044464,2804507621844128621,41
1,3266508836797762409,4040509988492387426,62
1,3911587763231013509,1860061817666925715,61
1,5520915051274551300,8899583048247637290,48
1,5995253212883348485,1657665165780983454,23
1,6604195002006334978,8275181357437864705,52
1,6740626854385142937,7871778702535050683,29
1,6797187511930088139,8352471677482341950,24
1,6860158791337248832,8899583048247637290,29
1,7507354139259900311,8352471677482341950,36
1,788250195309740950,4240185897530825786,74
1,8277069645128751773,4040509988492387426,8
1,9001708193410052645,4353552881410365573,20
1,902726232168157121,1201594281387648185,19
1,9213342032131665232,8352471677482341950,13
1,992697244785630098,500478784353013717,46
1,9118551742487348881,8352471677482341950,67
1,1646850660385910062,289143327884191523,26
1,734608163756663054,3262679882836704514,17
1,7434595024819293942,8899583048247637290,14
1,2480464766685868354,576514643033029430,22
1,3622722776723421152,3262679882836704514,31
1,4008792485040487046,8352471677482341950,17
1,4688592854110074025,4040509988492387426,7
1,6271652755954482392,9158358945329890575,26
1,7257203588675499507,1860061817666925715,12
1,7700921084349540675,576514643033029430,52
1,7843266455222899698,1860061817666925715,21
1,8112176764066043656,1120490062981954254,71
1,8229749987863743644,500478784353013717,25
1,8863617809199855777,3894706280449257667,25
1,149516253712383829,8352471677482341950,17
1,6793608735901366646,1860061817666925715,32
1,7345953855619880333,4185167139567650659,9
1,7894255152223404760,8352471677482341950,25
1,2788846207558964037,8899583048247637290,7
1,4304226119364518876,1355221146658254593,15
1,4833464193703256586,3262679882836704514,10
1,4906176045522851690,1860061817666925715,34
1,6625536461243328558,5418855670645487653,16
1,6687748275393958199,1288112997726060694,20
1,7066956068953379436,500478784353013717,70
1,1937825782887902772,4185167139567650659,25
1,2480032851555528940,8899583048247637290,19
1,7633310319906740152,4040509988492387426,41
1,7915962873975917933,4040509988492387426,46
1,2204965430669363375,2974409578000144688,32
1,3051739612471548785,7852170368684115755,15
1,3818680290396843955,867840300045715287,12
1,3903066818989883607,1365593048279029595,57
1,3962013785350725231,2757094072360853650,47
1,4026917615102902698,4353552881410365573,28
1,4301728583371672533,2974409578000144688,23
1,516542143875498628,2974409578000144688,45
1,6486584812874845428,7852170368684115755,14
1,7600688982069076698,6641579232767647477,20
1,8205714931510262781,6641579232767647477,43
1,903417815957180112,7196360456326107781,51
1,9164830066240258668,2974409578000144688,12
1,1116765688108556050,3894706280449257667,8
1,1606560318620796683,1860061817666925715,9
1,1646589118652848619,4040509988492387426,41
1,2788846207558964037,8275181357437864705,40
1,4080006672554896350,3894706280449257667,14
1,5371080152790755495,4040509988492387426,34
1,5912781565529639748,4040509988492387426,14
1,6067948396569964814,4040509988492387426,14
1,6245393518929939606,4040509988492387426,14
1,826295652279312225,8724549927579667984,5
1,8732425569704638802,4040509988492387426,29
1,1452084132703368034,4040509988492387426,57
1,1604470660851767741,8275181357437864705,35
1,5269757182493118473,8899583048247637290,30
1,5622532448677160941,576514643033029430,14
1,6776847618623910343,5418855670645487653,12
1,8475667625973238850,1860061817666925715,17
1,2711121035626683885,1152772499033912340,10
1,4003964282058636604,7629138479184041110,26
1,5225103062996478129,500478784353013717,16
1,5728914890127012881,8899583048247637290,25
1,6972022730498235358,8275181357437864705,41
1,1027356552181929439,8743896666094547331,6
1,121769410385645277,8899583048247637290,30
1,22706562021289703,1201594281387648185,32
1,2523929761947991194,8352471677482341950,36
1,3839947954327281257,500478784353013717,19
1,415177449646495587,576514643033029430,26
1,6337402841339348330,959317400596387314,15
1,7026149454695303789,7871778702535050683,14
1,7271311491578862257,7852170368684115755,29
1,8762168948407201053,1152772499033912340,14
1,9015640764902629327,3965996009832298069,41
1,4003964282058636604,2804507621844128621,24
1,5591906130315888784,1657665165780983454,13
1,1709953168291425827,6641579232767647477,20
1,2253388937638480168,6641579232767647477,9
1,2480104095415436360,1201594281387648185,77
1,3142852587817390729,1657665165780983454,13
1,377521971156919048,4040509988492387426,41
1,4170530923577067951,1355221146658254593,17
1,7645889887284064521,3965996009832298069,52
1,8782754052316133836,6641579232767647477,15
1,5693268287100095482,8899583048247637290,20
1,3035301762545750973,1860061817666925715,19
1,3512249967289884947,1860061817666925715,14
1,6820987963506963344,3894706280449257667,13
1,8762168948407201053,3262679882836704514,7
1,950812733531788017,1201594281387648185,38
1,161742217016860896,1355221146658254593,12
1,2063190185278967004,576514643033029430,13
1,3184339787847739443,4040509988492387426,34
1,3754117534411021948,1860061817666925715,13
1,6411962660003407518,576514643033029430,41
1,6639904894460506501,8352471677482341950,28
1,6820987963506963344,4040509988492387426,14
1,6854478594921624030,500478784353013717,28
1,7261047694428751812,4040509988492387426,36
1,7899036535976911447,4040509988492387426,84
1,7967818810773194700,1201594281387648185,8
1,875159773779203214,7852170368684115755,28
1,8784225454804525789,6641579232767647477,8
1,6512986039352109433,1009179103632945474,38
1,1354360358188849290,1657665165780983454,16
1,1526198223454358577,4040509988492387426,10
1,5077327874228029971,542758314702436663,12
1,7657504067917486322,1657665165780983454,20
1,4024223885899855096,6641579232767647477,10
1,5255418450078572666,6641579232767647477,19
1,5381502526589980672,7029448080469668619,0
1,6646461804955104190,4040509988492387426,28
1,8112176764066043656,8899583048247637290,20
1,8277069645128751773,3894706280449257667,30
1,8895617283126790855,8899583048247637290,10
1,1709953168291425827,8352471677482341950,17
1,313456764942796370,289143327884191523,37
1,3188906461264284944,1657665165780983454,6
1,796188183634531877,1657665165780983454,14
1,1057921504644721385,4040509988492387426,0
1,2365390987240841700,1394381856358939027,25
1,2752919715342102401,1029370090212151375,14
1,2752919715342102401,1355221146658254593,19
1,2752919715342102401,3262679882836704514,43
1,3199541173567215272,7730272064650711761,48
1,4115096825473912818,1657665165780983454,19
1,4821556375036289509,1657665165780983454,34
1,483191359921027090,289143327884191523,19
1,4919303698115372961,1860061817666925715,0
1,6337402841339348330,1657665165780983454,21
1,6337402841339348330,7629138479184041110,33
1,7645889887284064521,1657665165780983454,54
1,7809058247151293522,1355221146658254593,19
1,985167005921423952,8899583048247637290,11
1,1474309873477514622,8352471677482341950,25
1,2468562643992850536,6641579232767647477,17
1,4549256129972885670,8899583048247637290,11
1,7803689727198037569,4040509988492387426,14
1,8784225454804525789,8275181357437864705,41
1,1052746582799504067,1201594281387648185,4
1,1619459682248298375,4240185897530825786,39
1,2276824394430898319,500478784353013717,41
1,2730864765516700375,542758314702436663,71
1,4080006672554896350,1657665165780983454,14
1,4747520491739840123,1355221146658254593,20
1,4971672655498212051,1657665165780983454,16
1,6084730230362110586,1657665165780983454,16
1,6181830888916953162,1201594281387648185,46
1,6651971338504171012,1657665165780983454,14
1,7178660387231298811,3262679882836704514,8
1,8484980400903988433,1355221146658254593,4
1,8782754052316133836,2525510189893188235,12
1,8836527860753710071,8174625658473329985,15
1,9149111791124388609,4623814317972718932,34
1,9167327556235094748,839059468320658528,10
1,1082484277848519785,4040509988492387426,34
1,1906255261900923974,4040509988492387426,48
1,3204547530602433786,6641579232767647477,10
1,3699409303667791145,4040509988492387426,27
1,3870372730817165156,1860061817666925715,9
1,4262709845140259344,6641579232767647477,14
1,5060397210757083867,4040509988492387426,48
1,6952882207728590459,3262679882836704514,7
1,8412840098009687210,4040509988492387426,13
1,9213342032131665232,1860061817666925715,58
1,2212298273303379303,8352471677482341950,74
1,4169809790334299505,4040509988492387426,29
1,7434595024819293942,8275181357437864705,27
1,78885588287754244,4040509988492387426,20
1,8169110081307365069,3894706280449257667,4
1,7612244650266891682,289143327884191523,8
1,1027356552181929439,8899583048247637290,7
1,3462134966385778158,1860061817666925715,8
1,3560066852804012122,4040509988492387426,29
1,6330867882541071944,5418855670645487653,16
1,839794474806150536,4353552881410365573,20
1,8819406300700079604,500478784353013717,16
1,977866030640085189,4040509988492387426,26
1,2346366342143484929,4040509988492387426,37
1,2494522405477354268,8352471677482341950,28
1,2613209278244511262,1394381856358939027,24
1,2724719784945463877,5418855670645487653,34
1,6932721036142284356,8352471677482341950,28
1,7086299908677270822,6641579232767647477,28
1,7178660387231298811,4098058333001424920,10
1,1868301113490409828,4623814317972718932,11
1,2063190185278967004,4040509988492387426,16
1,2752919715342102401,8625590539951587748,15
1,3677146700662510617,1657665165780983454,47
1,6148955987920669118,3894706280449257667,29
1,6523918975347167526,8899583048247637290,24
1,6975918725184831366,4040509988492387426,6
1,7048491042919068521,8352471677482341950,9
1,7097321920319688313,8352471677482341950,59
1,7156086745182654866,1860061817666925715,58
1,9166806434271779264,3894706280449257667,35
1,208528949793432486,576514643033029430,12
1,3379225747158266928,1657665165780983454,11
1,6057234785896395093,959317400596387314,19
1,6401802914646265705,500478784353013717,24
1,6687405876856118800,500478784353013717,14
1,7705532821353927606,500478784353013717,25
1,7996101475455489895,1860061817666925715,51
1,916047741498554538,4040509988492387426,13
1,94020709679960478,4040509988492387426,20
1,1152188492140896637,8275181357437864705,41
1,1418537202286267187,4623814317972718932,10
1,6192856221604040151,3894706280449257667,32
1,7724768451416611133,576514643033029430,15
1,7843266455222899698,8352471677482341950,9
1,2219758471001271111,5418855670645487653,29
1,251648169737385071,4040509988492387426,10
1,2929686896786636041,6641579232767647477,26
1,4765798582438088403,4040509988492387426,20
2,6788142747972963758,1510745108909725123,58
2,4829978708755303356,3620674245436818138,62
2,3152314521778346994,5615873819927702017,36
2,2805811841339384135,1380288516179470221,92
2,7059328007645110932,7288954136225478823,10
2,306604626036516134,5237747548711424858,12
2,4675693014052462677,8080567452120095383,76
2,5077327874228029971,4439123428195264029,94
2,4397308740234843852,8352471677482341950,216
2,8294871217390043140,4697204510956344244,101
2,34847677619790186,7723484071811439958,12
2,9215587796775433247,4040509988492387426,98
2,7719858014634884431,9145542970994664509,55
2,4800750325225351111,1201594281387648185,26
2,8107898690947763058,4040509988492387426,92
2,2752919715342102401,500478784353013717,139
2,4743958978514550580,1201594281387648185,38
2,5835398220478400992,3212701144500706568,17
2,6337402841339348330,4040509988492387426,98
2,199752024806356018,8080567452120095383,21
2,1722874428581033934,7723484071811439958,12
2,9167915875564003039,4040509988492387426,41
2,3958233000542651382,8352471677482341950,0
2,3563746435574440096,1690125846152117227,23
2,3149404500704696584,2110875768038469912,216
2,1991570509503070331,3620674245436818138,11
2,5370257333471528502,4240185897530825786,54
2,5315742781543431732,3968076782240786250,45
2,4886590186530426719,7431487353670755453,12
2,2586458140334313308,8080567452120095383,29
2,7535235951675607466,4822827148060047024,48
2,4304226119364518876,4040509988492387426,98
2,5155725950101564387,4240185897530825786,86
2,4440977747777161208,4040509988492387426,42
2,7912552351930256958,3894706280449257667,91
2,1779097047309660980,1201594281387648185,123
2,7375568833862695565,3212701144500706568,6
2,8782754052316133836,1860061817666925715,89
2,1053416366079642202,3894706280449257667,77
2,7912552351930256958,4040509988492387426,60
2,2015648714931843883,4040509988492387426,35
2,5381502526589980672,1586689322276564072,68
2,8758218561472407887,4040509988492387426,57
2,5481812168908256532,4040509988492387426,51
2,5077327874228029971,7029448080469668619,72
2,8782754052316133836,8352471677482341950,100
2,1613675031943900189,5237747548711424858,12
2,199752024806356018,5168467358507505407,56
2,7478671919770794303,1201594281387648185,83
2,8382326197887632813,4040509988492387426,67
2,3324333006057930867,3894706280449257667,25
2,2253388937638480168,1201594281387648185,39
2,541000079711085607,4240185897530825786,58
2,2996423412583906652,4040509988492387426,28
2,6812061841125848944,4240185897530825786,19
2,2961728766576743186,3894706280449257667,81
2,1082332438014605784,4040509988492387426,86
2,3286360717329668082,6504514533420270914,8
2,5551505227605992976,1201594281387648185,101
2,4896492275642441587,8211643118619585816,120
2,552705366911410497,4040509988492387426,58
2,905257515529411131,4040509988492387426,103
2,3958233000542651382,4872583472354874832,100
2,2510617452472083145,8352471677482341950,91
2,1452084132703368034,5854098638082429437,20
2,5411446648242387052,2974409578000144688,89
2,5463587465828288434,2974409578000144688,76
2,5573437061800564309,1201594281387648185,43
2,4378672538987561042,4040509988492387426,101
2,6513491741012474326,8275181357437864705,133
2,2430132255826117411,8743896666094547331,70
2,987046535235491893,5854098638082429437,46
2,5370257333471528502,1201594281387648185,46
2,7374593611701529027,4240185897530825786,58
2,5573437061800564309,4240185897530825786,48
2,5236933832266054076,2982836183234975951,23
2,3207340367111752221,4040509988492387426,111
2,3068744056662466131,4040509988492387426,108
2,8667737257688244200,1201594281387648185,58
2,2996423412583906652,3894706280449257667,25
2,4251562542243119319,1201594281387648185,79
2,8942735487300116050,3212701144500706568,8
2,8671347931271141255,4240185897530825786,89
2,9167915875564003039,8352471677482341950,9
2,4971672655498212051,4771520654859799078,12
2,8294871217390043140,5854098638082429437,23
2,906070645731736912,3894706280449257667,42
2,3911587763231013509,500478784353013717,105
2,6347081136908478660,4500561597898984528,12
2,5622532448677160941,4040509988492387426,129
2,4304226119364518876,3965996009832298069,86
2,6524198466227057511,500478784353013717,78
2,2711121035626683885,1201594281387648185,86
2,3114076303244676776,3894706280449257667,13
2,5543724297181732550,4040509988492387426,44
2,1358792977874154306,8352471677482341950,123
2,541000079711085607,8352471677482341950,123
2,7797441953885707122,6358540306810996363,95
2,5897632903511352674,1201594281387648185,123
2,7485443215246301632,4040509988492387426,86
2,4800750325225351111,4240185897530825786,20
2,4304226119364518876,576514643033029430,78
2,338592148842312906,500478784353013717,78
2,3321342852151403358,4040509988492387426,85
2,794821767112175874,3894706280449257667,26
2,1358792977874154306,4240185897530825786,86
2,5621868658685539120,4040509988492387426,55
2,906070645731736912,4040509988492387426,114
2,5584154793255108378,4040509988492387426,10
2,4090329241771142293,4040509988492387426,20
2,6282183656406975806,8352471677482341950,3
2,8719540562711460708,8080567452120095383,74
2,2904283814836480430,1201594281387648185,27
2,8162135631894739198,8352471677482341950,108
2,67710118012404804,4872583472354874832,103
2,4729019183624348951,3894706280449257667,37
2,7694303669712579264,8352471677482341950,0
2,906070645731736912,8352471677482341950,73
2,1989499746792480945,6358540306810996363,76
2,6476431587340650306,4040509988492387426,98
2,2938119085319755040,4040509988492387426,96
2,3114076303244676776,4040509988492387426,34
2,3114076303244676776,8352471677482341950,35
2,7580663583511960314,5168467358507505407,35
2,7580663583511960314,8080567452120095383,32
2,5220525028451013901,1201594281387648185,123
2,6205723410736861336,3894706280449257667,13
2,2212298273303379303,4040509988492387426,51
2,2411861496046206712,4040509988492387426,50
2,8406155891265052307,1365593048279029595,23
2,8629696945483737090,6358540306810996363,35
2,7374593611701529027,1201594281387648185,77
2,9163231115567982267,4040509988492387426,98
2,313456764942796370,1860061817666925715,63
2,8024842647464531559,3894706280449257667,106
2,9167915875564003039,3894706280449257667,41
2,1194636340739726889,1657665165780983454,57
2,8996107539832576118,1860061817666925715,40
2,9221357958797317188,8080567452120095383,52
2,1275742731943597399,4040509988492387426,14
2,338592148842312906,1657665165780983454,57
2,6957238410976217625,1201594281387648185,55
2,1779097047309660980,4872583472354874832,100
2,5220525028451013901,1657665165780983454,100
2,3068744056662466131,3894706280449257667,17
2,1709953168291425827,4040509988492387426,27
2,4969519124535475958,4040509988492387426,34
2,6781165720439946401,4040509988492387426,34
2,2788846207558964037,6641579232767647477,72
2,4224829721747489940,4040509988492387426,100
2,6019689849863195847,1929224786919815218,62
2,476245733708172057,8275181357437864705,40
2,8029660250264839750,1860061817666925715,48
2,8852496138877851896,8275181357437864705,80
2,3254330508778517565,4240185897530825786,20
2,2885903432017122279,4040509988492387426,98
2,3204547530602433786,8352471677482341950,20
2,3563746435574440096,1108488949988300760,10
2,5246152014557948204,8352471677482341950,99
2,8343665559185623753,8275181357437864705,26
2,1116765688108556050,1201594281387648185,0
2,3130668981498065153,6641579232767647477,14
2,3870372730817165156,8352471677482341950,48
2,3324333006057930867,4040509988492387426,48
2,208528949793432486,3894706280449257667,38
2,2346366342143484929,5517144173318191727,10
2,2385438664927959808,7288954136225478823,10
2,6825966060938407713,8899583048247637290,25
2,8029660250264839750,7288954136225478823,10
2,7097321920319688313,4040509988492387426,32
2,5551505227605992976,1657665165780983454,85
2,7542707299572856789,8275181357437864705,38
2,8294871217390043140,576514643033029430,63
2,2523929761947991194,4040509988492387426,6
2,5302347557954090124,4040509988492387426,36
2,1501657633898498508,3894706280449257667,47
2,8169110081307365069,4040509988492387426,48
2,3495856463551806590,4040509988492387426,10
2,7798371321515892727,4240185897530825786,48
2,8475667625973238850,4040509988492387426,76
2,8782754052316133836,1657665165780983454,42
2,5186345854775637737,4040509988492387426,0
2,7105331274275400793,6639182541769323770,4
2,9012434844717303746,4240185897530825786,41
2,1027356552181929439,1201594281387648185,46
2,2904283814836480430,4240185897530825786,37
2,4251562542243119319,4240185897530825786,60
2,5420232849866774947,8352471677482341950,0
2,5816341378876527093,4040509988492387426,6
2,7912552351930256958,8352471677482341950,89
2,1811026294663307881,4040509988492387426,34
2,3068744056662466131,8352471677482341950,0
2,5233510753216028788,4040509988492387426,71
2,7233339169744830161,4040509988492387426,87
2,6797187511930088139,3894706280449257667,20
2,6957238410976217625,4240185897530825786,24
2,2359898182378052218,9145542970994664509,65
2,2749663965636886532,429738700876868379,6
2,3948168422672041994,429738700876868379,6
2,8870057469020504357,8275181357437864705,44
2,2006690369977191063,3894706280449257667,42
2,4732166258038471294,4040509988492387426,76
2,8566256497284244608,1860061817666925715,0
2,8707573693390783696,8899583048247637290,19
2,6491855528940268514,4040509988492387426,96
2,8537720792441878474,3620674245436818138,1
2,6205723410736861336,4040509988492387426,14
2,8294871217390043140,4040509988492387426,64
2,4635502639442534535,4040509988492387426,105
2,2958904407065784002,8352471677482341950,34
2,5544154622735077354,867840300045715287,95
2,8281435246471208115,8080567452120095383,47
2,4003964282058636604,4040509988492387426,83
2,5165169440659986961,500478784353013717,20
2,2760018522154709469,3894706280449257667,31
2,4123537788074267666,4040509988492387426,89
2,7389100204865028460,3262679882836704514,94
2,1635200419659620786,3894706280449257667,55
2,2694315579758052826,1860061817666925715,87
2,7364561357028109082,2974409578000144688,19
2,8762168948407201053,576514643033029430,18
2,5608335427666449834,4040509988492387426,22
2,8646258721275401690,1657665165780983454,54
2,2720083523729133444,3894706280449257667,59
2,6090109948690811625,8275181357437864705,49
2,839794474806150536,8275181357437864705,37
2,2752919715342102401,289143327884191523,89
2,5503951921258300105,4040509988492387426,68
2,2284070681700335430,1860061817666925715,78
2,8996107539832576118,4040509988492387426,94
2,2711121035626683885,8275181357437864705,34
2,4541440975356911536,4240185897530825786,77
2,6932721036142284356,4240185897530825786,55
2,746282210001185599,500478784353013717,59
2,2276824394430898319,4040509988492387426,38
2,3870372730817165156,4040509988492387426,39
2,208528949793432486,4040509988492387426,14
2,218456779022599683,4040509988492387426,69
2,3696870407599981630,3894706280449257667,35
2,9134862859817030866,7196360456326107781,44
2,1097355145902830813,3894706280449257667,71
2,8294871217390043140,3894706280449257667,78
2,1194636340739726889,1288112997726060694,8
2,7967818810773194700,3425590649277406409,0
2,2320860250200437518,3894706280449257667,19
2,3254330508778517565,1201594281387648185,39
2,4743958978514550580,4240185897530825786,45
2,7478671919770794303,4240185897530825786,20
2,8819406300700079604,4040509988492387426,28
2,7478671919770794303,6641579232767647477,26
2,7483706642899814239,3965996009832298069,97
2,780286093207984742,2394950933694010774,23
2,1320993462088964047,3894706280449257667,76
2,7894255152223404760,3894706280449257667,13
2,1194636340739726889,4623814317972718932,57
2,4374038751643985193,3965996009832298069,57
2,6434414063399492998,8352471677482341950,0
2,2759224468623266801,4240185897530825786,37
2,544555325463927746,4040509988492387426,20
2,5551505227605992976,4240185897530825786,58
2,5622532448677160941,3894706280449257667,60
2,2929686896786636041,4040509988492387426,6
2,2760496222437994581,289143327884191523,22
2,8956358883453392509,4040509988492387426,14
2,4093752321921385451,8352471677482341950,17
2,5360093778716781699,4040509988492387426,45
2,5543724297181732550,3894706280449257667,60
2,6825966060938407713,8352471677482341950,28
2,3326908659076080264,8899583048247637290,20
2,916729969482946290,1657665165780983454,76
2,1199362321606248094,4040509988492387426,29
2,6434414063399492998,8275181357437864705,75
2,2015648714931843883,8352471677482341950,45
2,2253388937638480168,4240185897530825786,63
2,2487021538158213674,8899583048247637290,6
2,7684547641873015407,1860061817666925715,20
2,4804165151893923520,8275181357437864705,16
2,7811452652145895401,576514643033029430,12
2,1318250317370735217,4040509988492387426,68
2,1796659923284845579,9158358945329890575,73
2,2256637546529260612,289143327884191523,44
2,7689097016729496029,1860061817666925715,62
2,8735826322383199629,7661072747974842513,23
2,2088955910134676070,8080567452120095383,87
2,2480464766685868354,3894706280449257667,113
2,3911587763231013509,8352471677482341950,62
2,4146106700759565239,2974409578000144688,46
2,5841368149310853144,8080567452120095383,96
2,2258893540018308857,2866058112054092230,3
2,4371092998410061383,4040509988492387426,9
2,3646324049905695377,500478784353013717,20
2,6097832617965441733,1860061817666925715,50
2,6445460903785651708,8352471677482341950,9
2,1027356552181929439,4240185897530825786,44
2,5571658043261637873,289143327884191523,29
2,4678738377405217354,3894706280449257667,76
2,5861480568599935479,8275181357437864705,59
2,6836341955733512176,4040509988492387426,53
2,1057223373529991552,8899583048247637290,24
2,8145395112697267349,4040509988492387426,104
2,6639904894460506501,4040509988492387426,9
2,2430132255826117411,8899583048247637290,2
2,2720921832183866690,3894706280449257667,31
2,1217943773325345571,7029448080469668619,72
2,1217943773325345571,8874150768526460161,72
2,7257203588675499507,4040509988492387426,56
2,8782754052316133836,4040509988492387426,0
2,9163231115567982267,2995245061726159069,73
2,2542822639970401384,1657665165780983454,26
2,2764054896418619542,8275181357437864705,37
2,2808348695303068589,2258747115919456585,6
2,7048491042919068521,4040509988492387426,29
2,8449817239840612635,500478784353013717,59
2,6058897180184003028,4040509988492387426,16
2,293390748363019794,500478784353013717,43
2,8952609383990245450,4040509988492387426,11
2,1452084132703368034,1657665165780983454,48
2,3458438066451505983,8899583048247637290,62
2,4906176045522851690,4040509988492387426,26
2,1116765688108556050,6641579232767647477,9
2,3269426642150488720,1860061817666925715,45
2,5588014092818255204,1201594281387648185,41
2,8092108880415600668,3894706280449257667,71
2,3855379009918138509,7852170368684115755,28
2,9038563639418584028,8352471677482341950,14
2,1233307266675979218,8352471677482341950,37
2,4403106074138610792,2974409578000144688,35
2,6265928750337636679,8080567452120095383,56
2,210072725115952331,1860061817666925715,20
2,3462134966385778158,4040509988492387426,51
2,4067606261221511699,4040509988492387426,36
2,4257752692295472362,1201594281387648185,40
2,2013221250438440493,500478784353013717,37
2,4003964282058636604,1860061817666925715,91
2,3646324049905695377,2525510189893188235,29
2,4613207742168502368,3894706280449257667,78
2,5196824847942347435,4040509988492387426,76
2,1303326024850155669,8080567452120095383,35
2,1485435890157027157,4040509988492387426,8
2,3609173843105135562,4040509988492387426,14
2,3871616673302763596,8899583048247637290,14
2,2852034628617093633,7196360456326107781,44
2,4919303698115372961,3894706280449257667,51
2,6201126428010905557,8275181357437864705,47
2,801620057888796206,8275181357437864705,38
2,2469749823255989753,3894706280449257667,51
2,7049672109664750073,8174625658473329985,29
2,8667737257688244200,819652267660746406,53
2,997907800111849739,4500561597898984528,55
2,1565896261089096104,4040509988492387426,28
2,7454376839130253205,1860061817666925715,58
2,338592148842312906,3262679882836704514,57
2,4691562861361793616,4040509988492387426,48
2,6613278134155561718,3894706280449257667,25
2,1233307266675979218,3894706280449257667,26
2,3498870796978043924,3894706280449257667,72
2,4170530923577067951,3894706280449257667,49
2,4559692730614612231,4040509988492387426,16
2,7553301613967641993,4040509988492387426,27
2,8473120385631519777,3894706280449257667,49
2,2817581656304920293,1657665165780983454,7
2,316697853335613747,2974409578000144688,36
2,4034007741949090727,4040509988492387426,13
2,5301733467459291684,8080567452120095383,12
2,6674129910965685357,4040509988492387426,7
2,9001708193410052645,6641579232767647477,25
2,3400927100534163363,4040509988492387426,70
2,8943263231576306163,6641579232767647477,24
2,2938119085319755040,8352471677482341950,45
2,4459902779368286610,4040509988492387426,6
2,7423792273532575047,4040509988492387426,26
2,794821767112175874,4040509988492387426,30
2,8750975512687771079,1860061817666925715,59
2,794821767112175874,8352471677482341950,49
2,2468562643992850536,1201594281387648185,41
2,2760018522154709469,8352471677482341950,19
2,5658815032567467999,8352471677482341950,107
2,8723723113467008071,4040509988492387426,10
2,2945397736590855717,3894706280449257667,66
2,9163231115567982267,8352471677482341950,95
2,8943263231576306163,1860061817666925715,12
2,8977957608966289566,500478784353013717,32
2,9032200449026668016,4040509988492387426,3
2,4635502639442534535,1657665165780983454,53
2,906070645731736912,1860061817666925715,96
2,6445460903785651708,3894706280449257667,20
2,1709953168291425827,3894706280449257667,26
2,3788276038717008921,916393097567777987,58
2,4596400589938852106,8275181357437864705,51
2,5327655802610287100,4040509988492387426,58
2,5963684961610309996,9145542970994664509,35
2,7645889887284064521,500478784353013717,52
2,8169110081307365069,1860061817666925715,27
2,956677197316225603,7852170368684115755,14
2,2468562643992850536,8899583048247637290,10
2,6797187511930088139,289143327884191523,29
2,4286801751765230160,1657665165780983454,38
2,4415433687387481418,1120490062981954254,61
2,4676721270228891418,1657665165780983454,61
2,5250422623887896568,6641579232767647477,25
2,6445460903785651708,4040509988492387426,8
2,4093752321921385451,4040509988492387426,51
2,2782384516410814774,7852170368684115755,14
2,8943263231576306163,1835194265081182189,25
2,2759224468623266801,1201594281387648185,41
2,4605617806800769384,4040509988492387426,27
2,4823777315420746605,3894706280449257667,38
2,8646258721275401690,8352471677482341950,45
2,6857982239582626066,3894706280449257667,42
